"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSDARG00000045909",50.8191261879837,-0.425757305906847,0.842451732965106,0.413327778548782,0.649883441086983
"ENSDARG00000025073",18000.8466510759,-0.148482796737125,0.379015002175201,0.680340265338915,0.847216857335195
"ENSDARG00000084828",21.4222321005524,-0.0648620079303406,0.949779434625323,0.845373472478497,0.935865703630417
"ENSDARG00000095951",10.2294901440112,-0.161290003020236,1.03866735736355,0.135983348366546,0.309477531919605
"ENSDARG00000093924",9.0490531952262,-0.223723270382846,1.05575762332852,0.0941192825646098,0.239134431058682
"ENSDARG00000108269",0,NA,NA,NA,NA
"ENSDARG00000084451",0,NA,NA,NA,NA
"ENSDARG00000031737",10.7416610931801,0.37451542740185,1.11079892108087,0.0874063483630722,0.226820973920442
"ENSDARG00000099652",1139.02495934237,-0.220076298723471,0.422128476040364,0.564664105986463,0.772344141400747
"ENSDARG00000101047",176.565929755938,0.142457864419213,0.583625818618351,0.770536315248078,0.899496444307906
"ENSDARG00000102104",0,NA,NA,NA,NA
"ENSDARG00000099833",67.9428987384501,0.381818727430026,0.768936508271566,0.472707209859428,0.70158616425156
"ENSDARG00000103870",6.35887225168261,-0.143116592394301,1.03437178221732,0.202829441284705,NA
"ENSDARG00000096118",55.395278246802,2.99259486927652,2.3192371666597,0.00584926578891964,0.0283506080438733
"ENSDARG00000045900",257.838749238935,0.82113963345043,0.554277083822885,0.0813891414575857,0.215367378205653
"ENSDARG00000016968",1570.53985126071,0.220328794568114,0.290397424189037,0.42667593691105,0.661168711813899
"ENSDARG00000102878",137.139966919963,2.63602483263564,0.859704859713158,0.000223003620346614,0.00176938162043378
"ENSDARG00000059311",106.765392383761,1.23610198264876,0.872549994057084,0.0454790521026905,0.142000940827189
"ENSDARG00000017386",453.396265212112,0.808783253945401,0.512441610858487,0.0696785478139972,0.19196863071832
"ENSDARG00000045898",68.7088728523205,-2.12116923101774,1.74986867208044,0.012934550709845,0.0537425485068524
"ENSDARG00000006060",132.148075903064,0.446232192259618,0.799287440939386,0.406797024750875,0.643523465990997
"ENSDARG00000113105",1.11114901331437,0.133173826375411,1.02826065975386,0.446016596799301,NA
"ENSDARG00000103050",0,NA,NA,NA,NA
"ENSDARG00000070535",0,NA,NA,NA,NA
"ENSDARG00000013789",7.55581329053772,0.1499236282681,1.03487472750343,0.178796223388803,NA
"ENSDARG00000063686",122.328994146461,0.154635701726103,0.640897300402335,0.761693221044604,0.89470466672184
"ENSDARG00000087962",493.994966112406,-0.502015274446005,0.432366793717454,0.197367913113727,0.399927141063695
"ENSDARG00000099313",1274.48367165304,1.75554513397562,0.377835345540381,8.5059787108792e-07,1.2151823329783e-05
"ENSDARG00000103102",34.0191775374865,0.588811385484321,1.181971475453,0.135778505700899,0.309477531919605
"ENSDARG00000104018",1058.89585385314,0.753643919288226,0.472412451888779,0.0732076139543703,0.199063171271866
"ENSDARG00000102157",20.9961752682742,0.604388767884857,1.30908668525504,0.00484841727203375,0.0243195180856435
"ENSDARG00000098612",168.46833234174,5.00796644163457,1.453026075799,2.17911161006645e-05,0.000227902477046653
"ENSDARG00000100898",0,NA,NA,NA,NA
"ENSDARG00000102340",89.812327950925,0.983557406140494,0.874111924742203,0.0994601752926171,0.248741820237508
"ENSDARG00000111388",255.384198771711,0.137416351384512,0.643929549667418,0.789092489634575,0.908847569866847
"ENSDARG00000025601",0.283455738583964,0.101988830251928,1.01833841375137,0.739039978552216,NA
"ENSDARG00000063672",188.663542798239,-0.3303736908972,0.563543954724559,0.479756523950838,0.706907469636497
"ENSDARG00000018149",521.256015225913,0.214795971448653,0.425632624430381,0.582007808952607,0.783638619030633
"ENSDARG00000095920",1.77783842130299,0.139044606885603,1.03062727416259,0.365360514685594,NA
"ENSDARG00000045886",1388.11552961682,-1.32935948033121,0.438632301601687,0.000868969901403054,0.00571337215366935
"ENSDARG00000045885",2200.03639870849,-1.17143791251065,0.290004878152519,2.41123028249433e-05,0.000250893303858929
"ENSDARG00000007413",1831.15377366818,-0.780906001996208,0.311208394686994,0.00811419419411641,0.0370170445749467
"ENSDARG00000097341",0,NA,NA,NA,NA
"ENSDARG00000045880",144.563464289869,0.739743605384427,0.675703555582769,0.161075494514125,0.347556219329075
"ENSDARG00000009657",251.638322604229,-0.35048266030899,0.634719217671966,0.480160545681869,0.707134614725727
"ENSDARG00000093658",1163.05400473974,2.8793561730294,0.484304756829173,3.30316405618461e-10,8.48227600088161e-09
"ENSDARG00000026839",87.5282329997369,0.729502573214491,0.843359702371753,0.198425161894475,0.401471722505026
"ENSDARG00000016979",187.974072135679,-0.385568867940404,0.628013700869936,0.436328702467598,0.669697801734908
"ENSDARG00000070477",454.787242535343,-0.964681517612608,0.53898054461974,0.0364573478436208,0.120185809768816
"ENSDARG00000045878",174.897474052532,1.01795067647544,0.676322187694896,0.0580459512971566,0.168468594786957
"ENSDARG00000045877",434.844878996508,0.534259063288167,0.55508121696916,0.255650744330292,0.47689235613148
"ENSDARG00000079391",151.0324919477,0.283370306121141,0.608897018685154,0.56728348044031,0.773990078265926
"ENSDARG00000015921",336.426855405136,-1.12083611068156,0.53924271648243,0.01586618016286,0.0631399742738376
"ENSDARG00000099520",0,NA,NA,NA,NA
"ENSDARG00000061544",234.531221810749,-0.439115207865532,0.573676422069324,0.354062887559651,0.589431122036229
"ENSDARG00000020812",8.6828431201497,-0.144097932939806,1.0348145841843,0.170766527915987,0.361435781414497
"ENSDARG00000094007",0,NA,NA,NA,NA
"ENSDARG00000093685",0,NA,NA,NA,NA
"ENSDARG00000059196",12.9481845590045,0.0987529928886691,0.994580734296841,0.707157065007015,0.86306126965269
"ENSDARG00000009262",68.9587556799252,-1.08016058242826,1.01950931730718,0.082251235057325,0.217029722592127
"ENSDARG00000018618",1996.55268628257,-0.656570518422462,0.289514563326652,0.017505512576645,0.0682534452353336
"ENSDARG00000045874",268.619497765306,-0.0133013436526546,0.524622605691397,0.973861272286779,0.989529280678145
"ENSDARG00000057468",4.22236625059461,0.146450520945857,1.03359423614808,0.242776926337483,NA
"ENSDARG00000045873",135.35537115884,0.047504221928606,0.646830516531166,0.929309101151541,0.971300852734172
"ENSDARG00000079143",42.9317587397406,0.219835289722284,0.85774710757555,0.656614967844738,0.832595935934803
"ENSDARG00000057714",42.6567536649457,8.44312649217213,3.37357198712501,3.85397878034514e-05,0.000382122276837038
"ENSDARG00000045224",18.8506694949499,-0.0461462389511476,0.950945499729506,0.885491823181105,0.9522783263791
"ENSDARG00000011246",296.140252410074,-0.247770880587522,0.510621730080871,0.571823144770991,0.776904665280167
"ENSDARG00000053709",5.82868443128624,0.0490046939623063,0.988965917143405,0.852854759361893,NA
"ENSDARG00000099129",349.754893445559,0.375007751848721,1.10826101524483,0.111265501935442,0.269099705547534
"ENSDARG00000101813",9680.89211383421,-1.25981482154788,0.271134804087864,1.40920801661758e-06,1.92692442459798e-05
"ENSDARG00000039724",1369.65803718415,1.24116462669868,0.432383834517148,0.0016582116513552,0.00995289777312234
"ENSDARG00000070441",586.867726454345,0.35547260082355,0.435825191687643,0.368687856869719,0.605402546623677
"ENSDARG00000011961",700.184295193889,2.19124822987001,0.688479347420355,0.000220167330407604,0.00175232594552485
"ENSDARG00000008986",497.495120439166,-2.10388088658842,0.677371183323012,0.000282922049769789,0.00217300739129053
"ENSDARG00000008235",170.570825399539,0.320553370484487,0.682634694014207,0.536921542243076,0.753783371684199
"ENSDARG00000107595",0,NA,NA,NA,NA
"ENSDARG00000004592",40.0561332131003,-0.0603115003136046,0.81695549816033,0.896090354145061,0.95623253253209
"ENSDARG00000006567",43.7751522203021,-0.11869312855759,0.935531420282893,0.75119702213685,0.888665324803257
"ENSDARG00000016231",405.656265604789,0.241913851484072,0.512485023144801,0.588875197497352,0.788226039104047
"ENSDARG00000016749",1291.85764085146,4.81242032359553,0.433303621851103,7.18730168891319e-30,9.4663718696234e-28
"ENSDARG00000004227",502.473756951089,1.43591134480005,0.753106305591841,0.0150732424152088,0.0605510121815206
"ENSDARG00000006038",522.040669054824,0.50961581307806,0.411389609997677,0.17605070962525,0.369418772432879
"ENSDARG00000045870",3832.10337581826,3.49815256706207,0.415276841483115,3.74985006352061e-18,2.27836872163016e-16
"ENSDARG00000098551",31.4853044994718,0.413134518582508,1.05975937194769,0.272498674349127,0.497323479066461
"ENSDARG00000060248",16.8941815960779,0.0830374093300118,0.95955924136413,0.814734843652486,0.921842921529984
"ENSDARG00000017757",527.291588651494,-0.811013967619254,0.420535955429244,0.0335652430928307,0.112647449899743
"ENSDARG00000030598",564.349520266403,-0.181776374073539,0.413279116446641,0.627209829417025,0.812828582971407
"ENSDARG00000077356",23.5186997012646,0.253756072059974,0.993115230885966,0.48035067212174,0.707195850557862
"ENSDARG00000097907",0,NA,NA,NA,NA
"ENSDARG00000089860",57.7169228281171,0.362891005589511,0.939724058275688,0.443719550910597,0.676363371301413
"ENSDARG00000097073",0,NA,NA,NA,NA
"ENSDARG00000039843",159.262907401947,0.0600288245890178,0.582889296604451,0.903809655765497,0.959985594708666
"ENSDARG00000077654",13.1024761903748,0.413493212147162,1.14595546829642,0.0216371104207441,0.0803134076498926
"ENSDARG00000112842",8.00027289586346,0.150219270355981,1.03497842381817,0.173267358783196,NA
"ENSDARG00000070414",0,NA,NA,NA,NA
"ENSDARG00000033296",23.3839867691967,0.923070713398336,1.81827214895279,0.001658572531186,0.00995289777312234
"ENSDARG00000006283",323.501390148903,-0.116872577859402,0.499430577346553,0.785450761216069,0.906801859991294
"ENSDARG00000045864",538.350485576577,1.176852788819,0.668593373521208,0.0293444661788691,0.101761045870836
"ENSDARG00000045863",43.0948921078947,-0.241457584340754,1.01500422314864,0.418450988000228,0.653827346051541
"ENSDARG00000093470",0,NA,NA,NA,NA
"ENSDARG00000105162",12.0979009950245,0.378882974480241,1.12460101432947,0.0284035980250649,0.0991382208380408
"ENSDARG00000107526",0,NA,NA,NA,NA
"ENSDARG00000016691",50.5043321535528,0.00140394165222051,0.918734432370602,0.992641635481611,0.997021335609037
"ENSDARG00000101363",14.2727966975632,0.544793262395784,1.22206701784419,0.0547374347677374,0.162280675396944
"ENSDARG00000095042",0,NA,NA,NA,NA
"ENSDARG00000100963",0,NA,NA,NA,NA
"ENSDARG00000115613",0,NA,NA,NA,NA
"ENSDARG00000059043",143.906232084722,1.57633500570716,2.04410710607508,0.0265413537521456,0.0941351175903498
"ENSDARG00000075281",49.1928821269396,0.572757635832288,1.16034373949504,0.15452031966868,0.338050515283169
"ENSDARG00000023766",173.389148967613,0.990042283055131,0.660017317102502,0.0611910882251664,0.174960233349688
"ENSDARG00000097286",0,NA,NA,NA,NA
"ENSDARG00000039356",110.959206718577,-0.393355498546487,0.701508127971594,0.4453984795016,0.678264206998744
"ENSDARG00000059064",484.678738512641,0.0695727897083059,0.473797404436156,0.87016992258676,0.946563235496813
"ENSDARG00000099725",0,NA,NA,NA,NA
"ENSDARG00000090401",275.043756411924,1.38530624991402,0.696444741411749,0.0135906492230165,0.0559210656817766
"ENSDARG00000063578",97.8664424839503,-0.749913220643123,0.767350844122633,0.173694508803369,0.365903766094394
"ENSDARG00000106466",0,NA,NA,NA,NA
"ENSDARG00000063563",722.275964994048,0.54243780500291,0.460680920396764,0.187843298841675,0.386574692122257
"ENSDARG00000039350",91.5582677446701,0.256144011311651,0.744853230547825,0.62603683993597,0.812140988625916
"ENSDARG00000073963",10.0842409967719,0.293830036342217,1.08130133724771,0.0551344680564073,0.162994780757558
"ENSDARG00000069607",0,NA,NA,NA,NA
"ENSDARG00000059053",10.2044065890227,0.169108558151165,1.03944693408579,0.130780821934452,0.301784840035249
"ENSDARG00000092677",62.2308465671033,0.285207690642208,0.961296052344117,0.500896848645104,0.725698807078774
"ENSDARG00000020871",464.725935572312,2.47935881970839,0.523381167283595,3.00433033516822e-07,4.69987768524591e-06
"ENSDARG00000039346",324.59018231202,0.0332157117098797,0.469676251319111,0.940268376632146,0.976399049171065
"ENSDARG00000101565",32.5955018125016,-0.348524713597484,1.09043874639429,0.141905966001389,0.318417623156362
"ENSDARG00000097044",19.6535271407165,0.923169200758507,1.74664969814963,0.0110430023363687,0.0475216890170674
"ENSDARG00000059003",9.91080876626057,0.216105242416883,1.01539109163546,0.443247885543075,0.675846260614077
"ENSDARG00000039343",1353.17534348383,0.127029432433627,0.333433102486713,0.690211468475603,0.853669400759084
"ENSDARG00000039340",467.483547759877,-1.00363596112357,0.55507625472113,0.0333011788008502,0.111963696511752
"ENSDARG00000070408",1060.62269256378,3.06679373826308,0.382548754767335,1.25189774988904e-16,6.79720546914487e-15
"ENSDARG00000045858",55.2506129481732,0.92601275724656,1.51275632909202,0.0549001657855723,0.162610039917067
"ENSDARG00000045856",0,NA,NA,NA,NA
"ENSDARG00000045854",0,NA,NA,NA,NA
"ENSDARG00000045853",185.756319797756,-1.58294405018577,0.907504246232617,0.0154946705958903,0.0619149931914465
"ENSDARG00000045851",13.0007377469105,-0.402140507728591,1.13988563802961,0.0236603771640356,0.0863318319577813
"ENSDARG00000095324",12.1713196271258,-0.37191470685303,1.1217150353839,0.0296349004288008,0.10259394476072
"ENSDARG00000015623",55.2493068090682,-0.104277457225179,0.819598296278271,0.826248412565328,0.926601919496878
"ENSDARG00000030694",2124.95078452355,1.96686994262968,0.28752254934731,1.70830803475423e-12,6.01294974646683e-11
"ENSDARG00000096037",0,NA,NA,NA,NA
"ENSDARG00000045850",101.462883847472,0.719699524708625,0.865073442649854,0.20562909874437,0.411802830181117
"ENSDARG00000015931",126.48637141696,1.33538123017066,1.81772726781709,0.0373610364302843,0.12234930361313
"ENSDARG00000063481",216.501496428342,11.7609657573304,3.13722083763114,2.6956062686657e-12,9.32725457200176e-11
"ENSDARG00000045847",1122.21072950234,0.179843322050916,0.325335035696138,0.561237506186569,0.769981318013915
"ENSDARG00000045846",167.359933579634,-0.573549452743966,0.692301552616489,0.271900021803061,0.496719368689886
"ENSDARG00000045843",1268.52482168145,-1.14279115947491,0.365703068418633,0.000807174929233152,0.00535170944097941
"ENSDARG00000045842",730.948603123968,-0.38805824227146,0.379538500156757,0.267986690295481,0.492124519419111
"ENSDARG00000095332",125.34070567746,-1.66924686841012,0.911898294166535,0.0118362816651497,0.0501323008701311
"ENSDARG00000014395",17.9633299052169,-0.0862084762113848,0.958257809689496,0.791920888630346,0.910293431627473
"ENSDARG00000045837",20.8215442217767,-0.469388500298622,1.04093300789959,0.275896661408459,0.501495589932055
"ENSDARG00000094254",0,NA,NA,NA,NA
"ENSDARG00000097507",58.2758910865357,0.287136674847825,0.826171659375378,0.577885918969142,0.780983783645904
"ENSDARG00000095186",10.2982557936659,-0.164591739766244,1.03944505374525,0.131819255172767,0.30322141908192
"ENSDARG00000096986",32.3958377337014,0.34641181240316,1.01590159706562,0.369613902789872,0.606175114512792
"ENSDARG00000097353",8.60006493223147,-0.0906080443007423,0.98603386892789,0.734554547407902,NA
"ENSDARG00000110143",6.19614353988654,-0.114672939015311,1.01809252785769,0.503652397229763,NA
"ENSDARG00000045836",321.729731740683,-1.31547874639471,0.721689409976635,0.0202389869967426,0.0764296928484092
"ENSDARG00000006409",215.117864702327,-1.83049928913035,1.07084809617149,0.0114410067649469,0.0488329820418967
"ENSDARG00000045835",2.88898743461736,0.143617104168389,1.03248201508851,0.292410989464151,NA
"ENSDARG00000045834",0,NA,NA,NA,NA
"ENSDARG00000034700",88.6201084386407,0.00831040661255961,0.705845892434878,0.992377312493058,0.997021335609037
"ENSDARG00000024465",194.246491807567,0.773788848291553,0.653175971000838,0.136556262817954,0.310091133252671
"ENSDARG00000017355",5.9176553503179,0.077221611664166,1.00521563518446,0.709373744439728,NA
"ENSDARG00000031956",246.709693307261,-0.504345598451622,0.607593449343047,0.303427948199269,0.534836950655161
"ENSDARG00000070220",56.2079606286202,0.410581499005821,1.00976888556293,0.345440285536339,0.581381980974802
"ENSDARG00000075956",6.88912388254909,0.14942585020844,1.0346987123697,0.188009089216111,NA
"ENSDARG00000009607",293.947214273395,-0.00198134019188555,0.490360463682392,0.992403526939773,0.997021335609037
"ENSDARG00000054321",4.17502272687971,-0.0607528652172861,1.00265778521726,0.757890221105517,NA
"ENSDARG00000024654",116.319633952826,-0.0666876484371306,0.713150035055013,0.890344271556738,0.95411981260651
"ENSDARG00000040610",46.5463078554635,-0.267553641194357,0.863489369387903,0.58002264569847,0.782665825139874
"ENSDARG00000003200",244.005145431404,-1.2527636631913,0.783570874639514,0.0330875498640002,0.111410577350085
"ENSDARG00000100253",0,NA,NA,NA,NA
"ENSDARG00000091640",66.9393320981564,-0.867746336536988,0.929891787537079,0.137731705690451,0.31179782342765
"ENSDARG00000073858",70.7751094715227,0.731221907522371,1.2709773315616,0.105095969138871,0.2590599142683
"ENSDARG00000088078",19.6295621682376,-0.259035574544841,1.06931062748294,0.0384054085337856,0.125099843484537
"ENSDARG00000099560",13.6467137265213,0.427710302469974,1.15542967300836,0.0192054161690665,0.0732309621015114
"ENSDARG00000087120",0.444459605325748,0.115848660029672,1.02206509414435,0.628737429191524,NA
"ENSDARG00000099280",2290.81005337658,-2.19365602097067,0.405484501663653,1.04031530314837e-08,2.1069481065252e-07
"ENSDARG00000101680",442.59481581801,0.408820009902427,0.452760416984245,0.315241937057332,0.548416203240343
"ENSDARG00000098745",314.997522807153,-0.559638323878827,0.485806041835231,0.188313385648579,0.387112855504556
"ENSDARG00000074223",247.679459427511,0.474647337752357,0.612218624750093,0.339895899085941,0.575514205842207
"ENSDARG00000093020",0,NA,NA,NA,NA
"ENSDARG00000091974",2.26764590867171,0.141398745420615,1.03158690700663,0.32826096827588,NA
"ENSDARG00000005453",348.28606493611,1.05960941091819,0.569153353877941,0.0285008171198573,0.0994212811363903
"ENSDARG00000090468",0,NA,NA,NA,NA
"ENSDARG00000099281",592.998229238863,0.830333872948569,0.406668125476818,0.0259572951397654,0.092638800830548
"ENSDARG00000068701",26.8466815681254,6.97737111825724,3.88937279295889,0.000799298805699812,0.0053048391152021
"ENSDARG00000097967",0,NA,NA,NA,NA
"ENSDARG00000068705",316.04497042122,-0.702535350782534,0.513052330914164,0.113020640518636,0.27244259962073
"ENSDARG00000068708",1125.93714780419,0.338035292817252,0.345342523561202,0.298221491452384,0.528580634485189
"ENSDARG00000024874",824.858094479186,-0.105289686914721,0.364562391764508,0.762030698584972,0.894843641737832
"ENSDARG00000096138",0,NA,NA,NA,NA
"ENSDARG00000084778",4.55308186112152,0.109283144148694,1.01606022977164,0.538530634967061,NA
"ENSDARG00000107521",0,NA,NA,NA,NA
"ENSDARG00000110906",0,NA,NA,NA,NA
"ENSDARG00000113211",0,NA,NA,NA,NA
"ENSDARG00000102702",38.3431462946393,0.393428659375477,1.02520712069357,0.333961906479893,0.569576634986384
"ENSDARG00000102461",21.0074807629696,0.659585466103489,1.37162364245941,0.00395293630659845,0.0205610563534686
"ENSDARG00000101296",23.0619790357132,0.884986818791491,1.73431890357096,0.00183012452466882,0.0108076344145543
"ENSDARG00000099870",53.3554773488891,8.99299515768837,3.27476005047875,6.80928355853736e-06,8.0399955955778e-05
"ENSDARG00000070314",461.957920762671,-0.0527579080175599,0.46243870402095,0.89427741001089,0.955696661538623
"ENSDARG00000045822",34.9376502280748,7.90925404558017,3.49275520015307,0.000141242483175989,0.00119299350187746
"ENSDARG00000105079",13.6988574957076,0.422620051319408,1.15207238464138,0.0196442486639437,0.074542255850262
"ENSDARG00000101254",379.00151597021,-0.00928325798331008,0.563524485112333,0.979576725956625,0.991500320297829
"ENSDARG00000006029",1001.88389407683,-1.50529201470489,0.433303752456081,0.000151899539078178,0.00127614365855185
"ENSDARG00000018688",522.397128514214,-1.12815320833903,0.444668601130962,0.0049529401758714,0.0247465182795924
"ENSDARG00000112117",6.51948198743117,0.149099239210866,1.03458184405957,0.193868957593671,NA
"ENSDARG00000079470",975.873842678101,0.196821701432383,0.35646446008756,0.558173847864071,0.768227540224163
"ENSDARG00000105096",0,NA,NA,NA,NA
"ENSDARG00000104976",0,NA,NA,NA,NA
"ENSDARG00000086740",131.850480883254,0.826152491237392,0.751386201564509,0.137630459026912,0.311655482298599
"ENSDARG00000027799",32.2637137687934,-0.838130136300199,1.46406058326791,0.0494983305299854,0.151002453342745
"ENSDARG00000045815",467.894412561387,-2.49652529689714,0.517679758667593,1.82995848212852e-07,2.98312713192265e-06
"ENSDARG00000078073",155.086464852049,0.692752420174802,0.674536219577557,0.187721137895716,0.386401192795024
"ENSDARG00000075025",168.253233995142,0.482272577457854,0.618740954695185,0.334730419771464,0.57036320170557
"ENSDARG00000074905",36.9424532951032,0.154869512719946,0.938936544348851,0.703772168453793,0.86127419460864
"ENSDARG00000026052",15.4910759532838,-0.203114139418643,1.01038008039767,0.463725749468427,0.69407332853934
"ENSDARG00000002663",499.694469984815,2.42288216164701,0.830451349503518,0.000407430981401783,0.00298232466307544
"ENSDARG00000074547",1.98419017008775,0.140072174299308,1.03104784110489,0.348872597780169,NA
"ENSDARG00000076313",0,NA,NA,NA,NA
"ENSDARG00000074613",0,NA,NA,NA,NA
"ENSDARG00000039393",4.00013644793173,0.146079495842887,1.03345126830054,0.249458006329846,NA
"ENSDARG00000039392",2644.66318432892,0.282605283373931,0.352134887738241,0.394333458611119,0.63073019308915
"ENSDARG00000108662",4.61239580714263,0.150361135461027,1.03448965838291,0.227410910080371,NA
"ENSDARG00000081119",15.2846435820182,0.0980899548528629,0.962683221722203,0.778943849042447,0.903354298864934
"ENSDARG00000079824",0,NA,NA,NA,NA
"ENSDARG00000076014",1911.21496301842,0.769060163386906,0.414448745550783,0.0423246541653006,0.13469722576602
"ENSDARG00000031930",4.84623802054867,-0.142304965939112,1.03394195639063,0.23328159508935,NA
"ENSDARG00000109986",0,NA,NA,NA,NA
"ENSDARG00000102464",602.102944877775,-0.579108410653809,0.506129488582114,0.186347303750471,0.384076749729013
"ENSDARG00000081240",0,NA,NA,NA,NA
"ENSDARG00000045801",454.71777041017,-0.236152159981754,0.423927001892232,0.537126320925254,0.753924503467037
"ENSDARG00000096855",33.7890250809065,-7.60569484731921,3.66683519249392,0.000293588362625561,0.00224395598015755
"ENSDARG00000101849",1063.55560090525,1.51708300603458,0.429875325800709,0.000122583601166977,0.00105548047989196
"ENSDARG00000093557",1.61541267351622,-0.136254686547903,1.03079989628549,0.390601770620784,NA
"ENSDARG00000103537",431.083491822461,-0.398229999337366,0.519412105698599,0.371069331179517,0.607537123749286
"ENSDARG00000102020",359.751120806509,12.6160603597322,3.17850041668167,1.03907700258767e-14,4.62151568797982e-13
"ENSDARG00000101967",21.3248952371292,0.331771503920431,1.03322495588994,0.339205461790218,0.574782407429555
"ENSDARG00000088181",16.2397620112314,0.0527754593973004,0.97999745189413,0.862151365404875,0.943109268491732
"ENSDARG00000063097",71.1887758314791,-0.175985836722718,0.773338225779224,0.724947320448794,0.874065367439632
"ENSDARG00000039681",250.218898616995,0.650034564796743,0.564164658945282,0.171300793703731,0.362143995403002
"ENSDARG00000070230",2052.69773581325,-2.92401733796152,0.371746463694907,4.17557793022156e-16,2.10480057890057e-14
"ENSDARG00000077926",76.799750345286,-0.657526480047306,1.01227463744257,0.214944476403919,0.423929232517245
"ENSDARG00000073881",238.010093093128,-0.112480143173131,0.523867872419344,0.798523490688484,0.913347912937558
"ENSDARG00000034375",28.766900722398,-0.00347698062496165,0.936336938326638,0.982884152663861,0.992725886747084
"ENSDARG00000039185",772.051906664909,-0.737945103327538,0.373185775020272,0.0326937305035479,0.110558639759803
"ENSDARG00000058127",201.223948796811,-0.94417946605816,0.784817373150043,0.0967486088696364,0.243962802627671
"ENSDARG00000045788",62.3273628562702,-0.605153768925465,0.853178132795523,0.26838272459212,0.492497377307697
"ENSDARG00000045789",27.1101598551837,0.0256321338191816,0.86206104564036,0.962303380409224,0.985078649704373
"ENSDARG00000045790",112.428421316558,-1.2343887379357,0.855714806548114,0.0429831269628399,0.136296454136492
"ENSDARG00000058159",1065.34529279081,0.743781128160687,0.344967090575435,0.0218349694571277,0.0809538171931421
"ENSDARG00000063149",483.590183093359,0.238242746103114,1.03509444011607,0.355302509535017,0.590868420671015
"ENSDARG00000016538",1.38236353297448,-0.134629231659321,1.03001611319832,0.419091566208049,NA
"ENSDARG00000025859",244.824501321191,-0.26218246561265,0.619968336363421,0.591364436330511,0.789811463548095
"ENSDARG00000058042",13.4961425818771,0.341669383896409,1.06529288364969,0.243809571482483,0.461352986052083
"ENSDARG00000088044",7.74123578465709,-0.143577626350103,1.03462529367392,0.182463049962286,NA
"ENSDARG00000091656",182.79342043195,-0.686476931985893,0.702751100927939,0.195252442852976,0.396650922333284
"ENSDARG00000099821",0,NA,NA,NA,NA
"ENSDARG00000063054",706.388441755845,-2.45146193286464,0.469510295697684,2.46078106222319e-08,4.64725674239468e-07
"ENSDARG00000075501",38.331416006705,-0.221523350036337,0.890445547626228,0.626628021945456,0.812487206606318
"ENSDARG00000058030",715.365064627658,-1.18544588290271,0.393664612635903,0.00110870449476483,0.00705995079869745
"ENSDARG00000045704",329.841182280552,0.221353184120868,0.497192552906665,0.612463697205452,0.80416495195077
"ENSDARG00000045705",2.83455738583964,0.143397887271997,1.03239343191813,0.295664546568324,NA
